"schema_name","table_name","index_name","index_definition"
"pg_catalog","pg_default_acl","pg_default_acl_oid_index","CREATE UNIQUE INDEX pg_default_acl_oid_index ON pg_catalog.pg_default_acl USING btree (oid)"
"pg_catalog","pg_default_acl","pg_default_acl_role_nsp_obj_index","CREATE UNIQUE INDEX pg_default_acl_role_nsp_obj_index ON pg_catalog.pg_default_acl USING btree (defaclrole, defaclnamespace, defaclobjtype)"
"pg_catalog","pg_depend","pg_depend_depender_index","CREATE INDEX pg_depend_depender_index ON pg_catalog.pg_depend USING btree (classid, objid, objsubid)"
"pg_catalog","pg_depend","pg_depend_reference_index","CREATE INDEX pg_depend_reference_index ON pg_catalog.pg_depend USING btree (refclassid, refobjid, refobjsubid)"
"pg_catalog","pg_description","pg_description_o_c_o_index","CREATE UNIQUE INDEX pg_description_o_c_o_index ON pg_catalog.pg_description USING btree (objoid, classoid, objsubid)"
"pg_catalog","pg_enum","pg_enum_oid_index","CREATE UNIQUE INDEX pg_enum_oid_index ON pg_catalog.pg_enum USING btree (oid)"
"pg_catalog","pg_enum","pg_enum_typid_label_index","CREATE UNIQUE INDEX pg_enum_typid_label_index ON pg_catalog.pg_enum USING btree (enumtypid, enumlabel)"
"pg_catalog","pg_enum","pg_enum_typid_sortorder_index","CREATE UNIQUE INDEX pg_enum_typid_sortorder_index ON pg_catalog.pg_enum USING btree (enumtypid, enumsortorder)"
"pg_catalog","pg_event_trigger","pg_event_trigger_evtname_index","CREATE UNIQUE INDEX pg_event_trigger_evtname_index ON pg_catalog.pg_event_trigger USING btree (evtname)"
"pg_catalog","pg_event_trigger","pg_event_trigger_oid_index","CREATE UNIQUE INDEX pg_event_trigger_oid_index ON pg_catalog.pg_event_trigger USING btree (oid)"
"pg_catalog","pg_extension","pg_extension_name_index","CREATE UNIQUE INDEX pg_extension_name_index ON pg_catalog.pg_extension USING btree (extname)"
"pg_catalog","pg_extension","pg_extension_oid_index","CREATE UNIQUE INDEX pg_extension_oid_index ON pg_catalog.pg_extension USING btree (oid)"
"pg_catalog","pg_foreign_data_wrapper","pg_foreign_data_wrapper_name_index","CREATE UNIQUE INDEX pg_foreign_data_wrapper_name_index ON pg_catalog.pg_foreign_data_wrapper USING btree (fdwname)"
"pg_catalog","pg_foreign_data_wrapper","pg_foreign_data_wrapper_oid_index","CREATE UNIQUE INDEX pg_foreign_data_wrapper_oid_index ON pg_catalog.pg_foreign_data_wrapper USING btree (oid)"
"pg_catalog","pg_foreign_server","pg_foreign_server_name_index","CREATE UNIQUE INDEX pg_foreign_server_name_index ON pg_catalog.pg_foreign_server USING btree (srvname)"
"pg_catalog","pg_foreign_server","pg_foreign_server_oid_index","CREATE UNIQUE INDEX pg_foreign_server_oid_index ON pg_catalog.pg_foreign_server USING btree (oid)"
"pg_catalog","pg_foreign_table","pg_foreign_table_relid_index","CREATE UNIQUE INDEX pg_foreign_table_relid_index ON pg_catalog.pg_foreign_table USING btree (ftrelid)"
"pg_catalog","pg_index","pg_index_indexrelid_index","CREATE UNIQUE INDEX pg_index_indexrelid_index ON pg_catalog.pg_index USING btree (indexrelid)"
"pg_catalog","pg_index","pg_index_indrelid_index","CREATE INDEX pg_index_indrelid_index ON pg_catalog.pg_index USING btree (indrelid)"
"pg_catalog","pg_inherits","pg_inherits_parent_index","CREATE INDEX pg_inherits_parent_index ON pg_catalog.pg_inherits USING btree (inhparent)"
"pg_catalog","pg_inherits","pg_inherits_relid_seqno_index","CREATE UNIQUE INDEX pg_inherits_relid_seqno_index ON pg_catalog.pg_inherits USING btree (inhrelid, inhseqno)"
"pg_catalog","pg_init_privs","pg_init_privs_o_c_o_index","CREATE UNIQUE INDEX pg_init_privs_o_c_o_index ON pg_catalog.pg_init_privs USING btree (objoid, classoid, objsubid)"
"pg_catalog","pg_language","pg_language_name_index","CREATE UNIQUE INDEX pg_language_name_index ON pg_catalog.pg_language USING btree (lanname)"
"pg_catalog","pg_language","pg_language_oid_index","CREATE UNIQUE INDEX pg_language_oid_index ON pg_catalog.pg_language USING btree (oid)"
